date,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,y_true,y_pred,residual
2018-10-21 02:15:00,4.46,0.0,0.0,52.76,100.0,8100,Weekend,Sunday,Light_Load,2.77,2.753700017929077,0.01629998207092287
2018-10-21 02:30:00,4.36,0.0,0.0,53.21,100.0,9000,Weekend,Sunday,Light_Load,2.74,2.726468563079834,0.013531436920166229
2018-10-21 02:45:00,5.29,0.0,0.0,50.92,100.0,9900,Weekend,Sunday,Light_Load,3.13,3.1230568885803223,0.006943111419677628
2018-10-21 03:00:00,6.55,0.0,0.0,50.67,100.0,10800,Weekend,Sunday,Light_Load,3.85,3.9280056953430176,-0.07800569534301749
2018-10-21 03:15:00,6.41,0.0,0.0,51.88,100.0,11700,Weekend,Sunday,Light_Load,3.89,3.8927254676818848,-0.0027254676818846413
2018-10-21 03:30:00,5.04,0.0,0.0,50.13,100.0,12600,Weekend,Sunday,Light_Load,2.92,2.9073314666748047,0.012668533325195241
2018-10-21 03:45:00,4.5,0.0,0.0,52.01,100.0,13500,Weekend,Sunday,Light_Load,2.74,2.716440439224243,0.02355956077575705
2018-10-21 04:15:00,4.72,0.0,0.0,51.15,100.0,15300,Weekend,Sunday,Light_Load,2.81,2.7893078327178955,0.020692167282104545
2018-10-21 04:30:00,4.61,0.0,0.0,51.5,100.0,16200,Weekend,Sunday,Light_Load,2.77,2.7464663982391357,0.023533601760864276
2018-10-21 04:45:00,4.61,0.0,0.0,51.5,100.0,17100,Weekend,Sunday,Light_Load,2.77,2.7464663982391357,0.023533601760864276
2018-10-21 05:15:00,4.68,0.0,0.0,50.93,100.0,18900,Weekend,Sunday,Light_Load,2.77,2.7459137439727783,0.024086256027221697
2018-10-21 05:30:00,4.57,0.0,0.0,52.38,100.0,19800,Weekend,Sunday,Light_Load,2.81,2.791179895401001,0.018820104598999077
2018-10-21 06:00:00,4.82,0.0,0.0,50.36,100.0,21600,Weekend,Sunday,Light_Load,2.81,2.79046368598938,0.01953631401062017
2018-10-21 06:15:00,4.86,0.0,0.0,49.11,100.0,22500,Weekend,Sunday,Light_Load,2.74,2.720982789993286,0.01901721000671408
2018-10-21 06:30:00,4.86,0.0,0.0,49.11,100.0,23400,Weekend,Sunday,Light_Load,2.74,2.720982789993286,0.01901721000671408
2018-10-21 06:45:00,77.56,0.0,0.0,48.35,100.0,24300,Weekend,Sunday,Light_Load,3.06,5.531628608703613,-2.4716286087036132
2018-10-21 07:15:00,5.0,0.0,0.0,48.06,100.0,26100,Weekend,Sunday,Light_Load,2.74,2.7316174507141113,0.008382549285888885
2018-10-21 07:30:00,5.04,0.0,0.0,48.17,100.0,27000,Weekend,Sunday,Light_Load,2.77,2.756692886352539,0.013307113647460955
2018-10-21 07:45:00,4.9,0.0,0.0,48.81,100.0,27900,Weekend,Sunday,Light_Load,2.74,2.7588248252868652,-0.01882482528686502
2018-10-21 08:15:00,5.98,0.0,0.0,46.84,100.0,29700,Weekend,Sunday,Light_Load,3.17,3.1512491703033447,0.018750829696655202
2018-10-21 08:30:00,5.0,0.0,0.0,48.06,100.0,30600,Weekend,Sunday,Light_Load,2.74,2.7316174507141113,0.008382549285888885
2018-10-21 09:00:00,0.0,11.48,0.0,100.0,25.44,32400,Weekend,Sunday,Light_Load,3.02,3.048642158508301,-0.028642158508300763
2018-10-21 09:15:00,0.0,11.41,0.0,100.0,25.35,33300,Weekend,Sunday,Light_Load,2.99,3.0160298347473145,-0.02602983474731424
2018-10-21 09:30:00,0.0,11.38,0.0,100.0,25.97,34200,Weekend,Sunday,Light_Load,3.06,3.1002137660980225,-0.04021376609802241
2018-10-21 09:45:00,0.0,17.53,0.0,100.0,19.9,35100,Weekend,Sunday,Light_Load,3.56,3.592818260192871,-0.03281826019287104
2018-10-21 10:00:00,0.0,15.01,0.0,100.0,21.78,36000,Weekend,Sunday,Light_Load,3.35,3.3279991149902344,0.022000885009765714
2018-10-21 10:15:00,0.0,11.38,0.0,100.0,25.41,36900,Weekend,Sunday,Light_Load,2.99,3.0155022144317627,-0.025502214431762482
2018-10-21 10:30:00,0.0,11.38,0.0,100.0,25.41,37800,Weekend,Sunday,Light_Load,2.99,3.0155022144317627,-0.025502214431762482
2018-10-21 10:45:00,0.0,11.3,0.0,100.0,25.58,38700,Weekend,Sunday,Light_Load,2.99,3.019357919692993,-0.02935791969299295
2018-10-21 11:00:00,0.0,11.48,0.0,100.0,25.44,39600,Weekend,Sunday,Light_Load,3.02,3.048642158508301,-0.028642158508300763
2018-10-21 11:15:00,0.0,11.48,0.0,100.0,24.89,40500,Weekend,Sunday,Light_Load,2.95,2.9582550525665283,-0.008255052566528143
2018-10-21 11:30:00,0.0,11.48,0.0,100.0,24.89,41400,Weekend,Sunday,Light_Load,2.95,2.9582550525665283,-0.008255052566528143
2018-10-21 11:45:00,0.0,10.08,0.0,100.0,28.7,42300,Weekend,Sunday,Light_Load,3.02,3.0887441635131836,-0.06874416351318358
2018-10-21 12:00:00,0.0,5.8,0.0,100.0,45.82,43200,Weekend,Sunday,Light_Load,2.99,2.954528331756592,0.035471668243408416
2018-10-21 12:15:00,0.0,10.94,0.0,100.0,27.26,44100,Weekend,Sunday,Light_Load,3.1,3.1585164070129395,-0.058516407012939364
2018-10-21 12:45:00,0.0,10.94,0.0,100.0,27.26,45900,Weekend,Sunday,Light_Load,3.1,3.1585164070129395,-0.058516407012939364
2018-10-21 13:00:00,0.0,15.34,0.0,100.0,22.43,46800,Weekend,Sunday,Light_Load,3.53,3.51959490776062,0.010405092239379687
2018-10-21 13:15:00,0.0,15.7,0.0,100.0,21.7,47700,Weekend,Sunday,Light_Load,3.49,3.483060121536255,0.00693987846374533
2018-10-21 13:30:00,0.0,11.41,0.0,100.0,25.35,48600,Weekend,Sunday,Light_Load,2.99,3.0160298347473145,-0.02602983474731424
2018-10-21 13:45:00,0.0,15.05,0.0,100.0,21.48,49500,Weekend,Sunday,Light_Load,3.31,3.286992311477661,0.02300768852233892
2018-10-21 14:00:00,0.0,17.17,0.0,100.0,20.74,50400,Weekend,Sunday,Light_Load,3.64,3.6583120822906494,-0.01831208229064929
2018-10-21 14:15:00,0.0,11.34,0.0,100.0,25.73,51300,Weekend,Sunday,Light_Load,3.02,3.052978754043579,-0.032978754043579084
2018-10-21 14:30:00,0.0,11.3,0.0,100.0,25.58,52200,Weekend,Sunday,Light_Load,2.99,3.019357919692993,-0.02935791969299295
2018-10-21 14:45:00,0.0,11.16,0.0,100.0,26.44,53100,Weekend,Sunday,Light_Load,3.06,3.1022942066192627,-0.04229420661926264
2018-10-21 15:00:00,0.0,11.2,0.0,100.0,25.79,54000,Weekend,Sunday,Light_Load,2.99,3.0195720195770264,-0.029572019577026154
2018-10-21 15:15:00,0.0,11.12,0.0,100.0,27.09,54900,Weekend,Sunday,Light_Load,3.13,3.185016393661499,-0.05501639366149913
2018-10-21 15:45:00,16.94,11.88,0.0,99.98,65.76,56700,Weekend,Sunday,Light_Load,10.37,10.552642822265625,-0.18264282226562578
2018-10-21 16:15:00,0.79,2.56,0.01,99.95,99.46,58500,Weekend,Sunday,Light_Load,24.62,24.72003746032715,-0.10003746032714744
2018-10-21 16:30:00,0.65,4.46,0.01,99.95,97.69,59400,Weekend,Sunday,Light_Load,20.41,20.512828826904297,-0.10282882690429673
2018-10-21 16:45:00,0.0,17.28,0.0,100.0,22.12,60300,Weekend,Sunday,Light_Load,3.92,3.9308924674987793,-0.010892467498779368
2018-10-21 17:15:00,0.0,16.34,0.0,100.0,20.89,62100,Weekend,Sunday,Light_Load,3.49,3.4892969131469727,0.0007030868530275569
2018-10-21 17:30:00,0.0,11.45,0.0,100.0,24.95,63000,Weekend,Sunday,Light_Load,2.95,2.960477352142334,-0.010477352142333807
2018-10-21 17:45:00,0.0,11.48,0.0,100.0,24.89,63900,Weekend,Sunday,Light_Load,2.95,2.960756540298462,-0.010756540298461736
2018-10-21 18:00:00,0.0,7.63,0.0,100.0,36.06,64800,Weekend,Sunday,Light_Load,2.95,2.9282338619232178,0.021766138076782404
2018-10-21 18:15:00,0.0,4.0,0.0,100.0,59.87,65700,Weekend,Sunday,Light_Load,2.99,2.8318135738372803,0.15818642616271994
2018-10-21 18:30:00,0.0,6.44,0.0,100.0,42.11,66600,Weekend,Sunday,Light_Load,2.99,2.9599955081939697,0.030004491806030487
2018-10-21 18:45:00,0.0,11.41,0.0,100.0,25.59,67500,Weekend,Sunday,Light_Load,3.02,3.055415391921997,-0.03541539192199705
2018-10-21 19:00:00,0.0,11.38,0.0,100.0,25.65,68400,Weekend,Sunday,Light_Load,3.02,3.054644823074341,-0.0346448230743408
2018-10-21 19:15:00,0.0,11.41,0.0,100.0,25.9,69300,Weekend,Sunday,Light_Load,3.06,3.10514497756958,-0.045144977569580025
2018-10-21 19:30:00,0.0,11.34,0.0,100.0,26.37,70200,Weekend,Sunday,Light_Load,3.1,3.1563496589660645,-0.056349658966064364
2018-10-21 19:45:00,0.0,11.48,0.0,100.0,25.44,71100,Weekend,Sunday,Light_Load,3.02,3.04898738861084,-0.028987388610839826
2018-10-21 20:00:00,0.0,11.48,0.0,100.0,25.2,72000,Weekend,Sunday,Light_Load,2.99,3.010486364364624,-0.02048636436462381
2018-10-21 20:15:00,0.0,15.7,0.0,100.0,21.7,72900,Weekend,Sunday,Light_Load,3.49,3.486818313598633,0.0031816864013674007
2018-10-21 20:30:00,0.0,17.5,0.0,100.0,20.74,73800,Weekend,Sunday,Light_Load,3.71,3.7388930320739746,-0.028893032073974645
2018-10-21 20:45:00,0.0,13.0,0.0,100.0,24.18,74700,Weekend,Sunday,Light_Load,3.24,3.229788064956665,0.010211935043335174
2018-10-21 21:15:00,0.0,17.46,0.0,100.0,20.57,76500,Weekend,Sunday,Light_Load,3.67,3.699847459793091,-0.02984745979309089
2018-10-21 21:30:00,0.0,13.79,0.0,100.0,23.34,77400,Weekend,Sunday,Light_Load,3.31,3.294098377227783,0.01590162277221685
2018-10-21 21:45:00,0.0,11.34,0.0,100.0,25.73,78300,Weekend,Sunday,Light_Load,3.02,3.0566089153289795,-0.036608915328979474
2018-10-21 22:00:00,0.0,10.94,0.0,100.0,26.94,79200,Weekend,Sunday,Light_Load,3.06,3.1256308555603027,-0.06563085556030268
2018-10-21 22:15:00,5.15,0.11,0.0,48.81,99.93,80100,Weekend,Sunday,Light_Load,2.88,2.841892957687378,0.038107042312621964
2018-10-21 22:30:00,5.36,0.0,0.0,47.33,100.0,81000,Weekend,Sunday,Light_Load,2.88,2.8751182556152344,0.004881744384765518
2018-10-21 22:45:00,5.18,0.0,0.0,48.07,100.0,81900,Weekend,Sunday,Light_Load,2.84,2.82961368560791,0.010386314392089702
2018-10-21 23:00:00,5.15,0.0,0.0,47.9,100.0,82800,Weekend,Sunday,Light_Load,2.81,2.7994072437286377,0.010592756271362358
2018-10-21 23:15:00,4.75,0.0,0.0,50.92,100.0,83700,Weekend,Sunday,Light_Load,2.81,2.7993674278259277,0.010632572174072319
2018-10-21 23:30:00,4.72,0.0,0.0,51.15,100.0,84600,Weekend,Sunday,Light_Load,2.81,2.7832257747650146,0.026774225234985405
2018-10-21 23:45:00,5.83,0.0,0.0,48.12,100.0,85500,Weekend,Sunday,Light_Load,3.2,3.1650753021240234,0.03492469787597674
2018-10-22 00:00:00,6.01,0.0,0.0,52.12,100.0,0,Weekday,Monday,Light_Load,3.67,3.716262102127075,-0.046262102127075266
2018-10-22 00:15:00,4.97,0.0,0.0,49.22,100.0,900,Weekday,Monday,Light_Load,2.81,2.7953591346740723,0.014640865325927788
2018-10-22 00:30:00,5.08,0.0,0.0,48.4,100.0,1800,Weekday,Monday,Light_Load,2.81,2.797222137451172,0.012777862548828178
2018-10-22 00:45:00,5.11,0.0,0.0,49.1,100.0,2700,Weekday,Monday,Light_Load,2.88,2.8638737201690674,0.01612627983093251
2018-10-22 01:00:00,5.26,0.0,0.0,48.03,100.0,3600,Weekday,Monday,Light_Load,2.88,2.872588634490967,0.0074113655090330965
2018-10-22 01:15:00,5.4,0.0,0.0,47.06,100.0,4500,Weekday,Monday,Light_Load,2.88,2.8676228523254395,0.01237714767456044
2018-10-22 01:30:00,5.47,0.0,0.0,46.08,100.0,5400,Weekday,Monday,Light_Load,2.84,2.833895444869995,0.006104555130004741
2018-10-22 01:45:00,5.72,0.0,0.0,46.33,100.0,6300,Weekday,Monday,Light_Load,2.99,2.9807262420654297,0.009273757934570526
2018-10-22 02:00:00,7.06,0.0,0.0,44.72,100.0,7200,Weekday,Monday,Light_Load,3.53,3.5041801929473877,0.02581980705261211
2018-10-22 02:15:00,6.26,0.0,0.0,44.72,100.0,8100,Weekday,Monday,Light_Load,3.13,3.054511785507202,0.07548821449279774
2018-10-22 02:45:00,5.58,0.0,0.0,45.86,100.0,9900,Weekday,Monday,Light_Load,2.88,2.8749799728393555,0.005020027160644425
2018-10-22 03:00:00,6.3,0.0,0.0,48.14,100.0,10800,Weekday,Monday,Light_Load,3.46,3.474855661392212,-0.01485566139221195
2018-10-22 03:30:00,5.65,0.0,0.0,45.91,100.0,12600,Weekday,Monday,Light_Load,2.92,2.9146671295166016,0.0053328704833983664
2018-10-22 03:45:00,5.72,0.0,0.0,45.47,100.0,13500,Weekday,Monday,Light_Load,2.92,2.919429063796997,0.0005709362030028586
2018-10-22 04:00:00,5.72,0.0,0.0,45.84,100.0,14400,Weekday,Monday,Light_Load,2.95,2.945801258087158,0.0041987419128419745
2018-10-22 04:30:00,5.65,0.0,0.0,45.91,100.0,16200,Weekday,Monday,Light_Load,2.92,2.9146671295166016,0.0053328704833983664
2018-10-22 04:45:00,5.58,0.0,0.0,46.37,100.0,17100,Weekday,Monday,Light_Load,2.92,2.9113306999206543,0.008669300079345632
2018-10-22 05:15:00,5.47,0.0,0.0,46.59,100.0,18900,Weekday,Monday,Light_Load,2.88,2.870246410369873,0.009753589630126847
2018-10-22 05:30:00,5.36,0.0,0.0,46.82,100.0,19800,Weekday,Monday,Light_Load,2.84,2.8366293907165527,0.0033706092834471235
2018-10-22 05:45:00,5.26,0.0,0.0,47.51,100.0,20700,Weekday,Monday,Light_Load,2.84,2.832981586456299,0.00701841354370103
2018-10-22 06:00:00,5.29,0.0,0.0,47.3,100.0,21600,Weekday,Monday,Light_Load,2.84,2.8342444896698,0.005755510330200053
2018-10-22 06:15:00,5.29,0.0,0.0,46.91,100.0,22500,Weekday,Monday,Light_Load,2.81,2.804539203643799,0.005460796356201225
2018-10-22 06:30:00,6.77,0.0,0.0,49.82,100.0,23400,Weekday,Monday,Light_Load,3.89,3.8915212154388428,-0.001521215438842649
2018-10-22 06:45:00,7.06,0.0,0.0,50.22,100.0,24300,Weekday,Monday,Light_Load,4.1,4.079577922821045,0.020422077178954723
2018-10-22 07:00:00,5.26,0.0,0.0,47.51,100.0,25200,Weekday,Monday,Light_Load,2.84,2.832981586456299,0.00701841354370103
2018-10-22 07:30:00,5.58,0.0,0.0,54.21,100.0,27000,Weekday,Monday,Light_Load,3.6,3.623924493789673,-0.023924493789672763
2018-10-22 07:45:00,6.52,0.0,0.0,51.53,100.0,27900,Weekday,Monday,Light_Load,3.92,3.8728525638580322,0.0471474361419677
2018-10-22 08:15:00,13.0,0.0,0.01,72.03,100.0,29700,Weekday,Monday,Light_Load,13.5,13.265397071838379,0.2346029281616211
2018-10-22 08:30:00,39.6,0.0,0.02,73.96,100.0,30600,Weekday,Monday,Light_Load,43.52,43.46647644042969,0.053523559570315626
2018-10-22 08:45:00,38.02,0.0,0.02,78.61,100.0,31500,Weekday,Monday,Light_Load,48.35,48.04636001586914,0.3036399841308608
2018-10-22 09:00:00,33.91,0.0,0.03,87.45,100.0,32400,Weekday,Monday,Light_Load,61.13,61.220951080322266,-0.09095108032226307
2018-10-22 09:30:00,22.25,0.0,0.02,90.85,100.0,34200,Weekday,Monday,Medium_Load,48.38,48.3882942199707,-0.008294219970700567
2018-10-22 09:45:00,22.61,0.0,0.02,90.83,100.0,35100,Weekday,Monday,Medium_Load,49.1,49.15353775024414,-0.053537750244139204
2018-10-22 10:00:00,23.65,0.0,0.02,91.49,100.0,36000,Weekday,Monday,Medium_Load,53.6,53.601985931396484,-0.001985931396482954
2018-10-22 10:15:00,23.51,0.0,0.02,90.29,100.0,36900,Weekday,Monday,Maximum_Load,49.39,49.43292999267578,-0.04292999267578068
2018-10-22 10:30:00,15.98,0.0,0.02,93.1,100.0,37800,Weekday,Monday,Maximum_Load,40.75,40.475467681884766,0.2745323181152344
2018-10-22 10:45:00,17.64,0.0,0.02,92.18,100.0,38700,Weekday,Monday,Maximum_Load,41.94,42.096187591552734,-0.15618759155273665
2018-10-22 11:00:00,42.44,0.0,0.03,83.33,100.0,39600,Weekday,Monday,Maximum_Load,63.97,63.91759490966797,0.05240509033203011
2018-10-22 11:15:00,35.68,0.0,0.03,85.21,100.0,40500,Weekday,Monday,Maximum_Load,58.1,57.82524871826172,0.27475128173828267
2018-10-22 11:30:00,52.27,0.0,0.04,87.4,100.0,41400,Weekday,Monday,Maximum_Load,94.0,93.99745178222656,0.0025482177734375
2018-10-22 11:45:00,53.53,0.0,0.04,85.54,100.0,42300,Weekday,Monday,Maximum_Load,88.42,88.4854507446289,-0.06545074462890454
2018-10-22 12:00:00,67.54,0.29,0.05,85.76,100.0,43200,Weekday,Monday,Maximum_Load,112.61,112.4791030883789,0.13089691162109318
2018-10-22 12:15:00,0.0,13.1,0.0,100.0,38.35,44100,Weekday,Monday,Medium_Load,5.44,5.592464923858643,-0.1524649238586422
2018-10-22 12:30:00,0.0,16.99,0.0,100.0,29.57,45000,Weekday,Monday,Medium_Load,5.26,5.184948921203613,0.0750510787963865
2018-10-22 12:45:00,0.0,15.98,0.0,100.0,27.72,45900,Weekday,Monday,Medium_Load,4.61,4.601712226867676,0.008287773132324538
2018-10-22 13:15:00,12.02,7.2,0.01,90.49,96.25,47700,Weekday,Monday,Maximum_Load,25.56,25.546993255615234,0.013006744384764346
2018-10-22 13:15:00,12.02,7.2,0.01,90.49,96.25,47700,Weekday,Monday,Maximum_Load,25.56,25.546993255615234,0.013006744384764346
