date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
2018-01-21 09:00:00,5.04,0.0,20.38,0.0,100.0,24.01,32400.0,Weekend,Sunday,Light_Load
2018-10-31 03:30:00,3.38,5.54,0.0,0.0,52.08,100.0,12600.0,Weekday,Wednesday,Light_Load
2018-04-04 16:30:00,54.29,24.19,0.0,0.02,91.34,100.0,59400.0,Weekday,Wednesday,Maximum_Load
2018-11-14 13:45:00,91.76246838076749,48.536231906141225,3.138760265698167,0.04084579650594074,98.77774309032482,117.71427829254563,62963.69134222459,Weekday,Wednesday,Medium_Load
2018-03-16 03:00:00,3.17,4.54,0.0,0.0,57.25,100.0,10800.0,Weekday,Friday,Light_Load
2018-02-24 08:30:00,104.56196838076748,53.009731906141226,3.138760265698167,0.05234579650594074,99.87024309032483,117.71427829254563,41228.69134222459,Weekend,Saturday,Light_Load
2018-07-04 09:45:00,146.2034683807675,68.12073190614123,3.138760265698167,0.06384579650594074,101.73324309032482,117.71427829254563,46403.69134222459,Weekday,Wednesday,Medium_Load
2018-11-01 10:45:00,77.87,44.86,0.0,0.04,86.65,100.0,38700.0,Weekday,Thursday,Maximum_Load
2018-07-07 14:15:00,72.07,22.82,0.0,0.03,95.34,100.0,51300.0,Weekend,Saturday,Maximum_Load
2018-04-13 16:45:00,83.94246838076748,37.43873190614123,3.138760265698167,0.04084579650594074,102.72224309032481,117.71427829254563,75383.69134222459,Weekday,Friday,Maximum_Load
2018-06-28 17:45:00,29.92,0.0,8.24,0.01,100.0,96.41,63900.0,Weekday,Thursday,Medium_Load
2018-09-17 19:45:00,54.29,32.18,0.0,0.02,86.02,100.0,71100.0,Weekday,Monday,Medium_Load
2018-08-09 17:15:00,56.99,24.77,0.0,0.03,91.71,100.0,62100.0,Weekday,Thursday,Medium_Load
2018-08-23 01:15:00,2.92,5.26,0.0,0.0,48.54,100.0,4500.0,Weekday,Thursday,Light_Load
2018-11-16 20:45:00,149.9754683807675,67.70673190614123,3.138760265698167,0.06384579650594074,102.35424309032481,117.71427829254563,91943.69134222457,Weekday,Friday,Medium_Load
2018-06-22 16:15:00,92.17646838076746,52.756731906141226,3.138760265698167,0.04084579650594074,96.62724309032481,117.71427829254563,73313.69134222459,Weekday,Friday,Maximum_Load
2018-11-17 02:15:00,3.49,5.87,0.0,0.0,51.1,100.0,8100.0,Weekend,Saturday,Light_Load
2018-12-10 14:00:00,67.32,28.4,0.0,0.03,92.14,100.0,50400.0,Weekday,Monday,Medium_Load
2018-06-14 09:15:00,81.45846838076747,25.68573190614123,3.138760265698167,0.04084579650594074,108.04674309032482,117.71427829254563,44333.69134222459,Weekday,Thursday,Medium_Load
2018-11-04 19:00:00,3.17,0.0,11.88,0.0,100.0,25.78,68400.0,Weekend,Sunday,Maximum_Load
2018-12-03 17:00:00,100.1689683807675,62.61223190614122,3.138760265698167,0.04084579650594074,94.03974309032482,117.71427829254563,76418.69134222459,Weekday,Monday,Medium_Load
2018-10-22 12:15:00,5.44,0.0,13.1,0.0,100.0,38.35,44100.0,Weekday,Monday,Medium_Load
2018-08-24 00:15:00,2.92,5.29,0.0,0.0,48.33,100.0,900.0,Weekday,Friday,Light_Load
2018-05-16 11:30:00,111.71,65.77,0.0,0.05,86.17,100.0,41400.0,Weekday,Wednesday,Maximum_Load
2018-06-07 19:30:00,61.96,34.16,0.0,0.03,87.57,100.0,70200.0,Weekday,Thursday,Medium_Load
2018-11-18 10:45:00,31.57,3.13,0.04,0.01,99.51,100.0,38700.0,Weekend,Sunday,Maximum_Load
2018-10-05 12:30:00,5.54,0.0,17.93,0.0,100.0,29.52,45000.0,Weekday,Friday,Medium_Load
2018-06-28 23:15:00,16.747968380767485,10.781731906141228,3.138760265698167,0.006345796505940745,73.01774309032481,117.71427829254563,102293.69134222457,Weekday,Thursday,Light_Load
2018-10-09 16:15:00,119.75346838076749,57.47173190614123,3.138760265698167,0.05234579650594074,101.12374309032484,117.71427829254563,73313.69134222459,Weekday,Tuesday,Maximum_Load
2018-06-21 20:30:00,63.610468380767486,22.534731906141225,3.138760265698167,0.029345796505940748,106.89674309032483,117.71427829254563,90908.69134222457,Weekday,Thursday,Medium_Load
2018-06-10 23:30:00,2.84,4.9,0.0,0.0,50.15,100.0,84600.0,Weekend,Sunday,Light_Load
2018-02-24 04:15:00,19.565468380767484,11.816731906141229,3.138760265698167,0.006345796505940745,86.12774309032483,117.71427829254563,23633.691342224596,Weekend,Saturday,Light_Load
2018-05-21 12:45:00,18.484468380767485,6.181731906141229,32.27976026569816,0.006345796505940745,112.41674309032481,24.978278292545653,58823.69134222459,Weekday,Monday,Medium_Load
2018-07-29 19:45:00,2.92,0.0,16.52,0.0,100.0,17.41,71100.0,Weekend,Sunday,Medium_Load
2018-08-24 19:15:00,77.19196838076746,40.70473190614122,3.138760265698167,0.04084579650594074,98.78924309032483,117.71427829254563,85733.69134222459,Weekday,Friday,Medium_Load
2018-04-08 13:45:00,78.62,15.12,1.4,0.04,98.2,99.98,49500.0,Weekend,Sunday,Maximum_Load
2018-08-09 01:45:00,2.74,5.0,0.0,0.0,48.06,100.0,6300.0,Weekday,Thursday,Light_Load
2018-01-05 16:30:00,129.67,60.62,0.0,0.06,90.59,100.0,59400.0,Weekday,Friday,Medium_Load
2018-03-31 17:00:00,2.95,0.0,17.32,0.0,100.0,16.79,61200.0,Weekend,Saturday,Light_Load
2018-02-19 08:15:00,37.04,26.71,0.0,0.02,81.11,100.0,29700.0,Weekday,Monday,Light_Load
2018-11-27 09:00:00,111.64,52.13,0.0,0.05,90.61,100.0,32400.0,Weekday,Tuesday,Light_Load
2018-11-12 05:30:00,2.66,3.2,0.0,0.0,63.92,100.0,19800.0,Weekday,Monday,Light_Load
2018-06-27 15:15:00,52.42,27.25,0.0,0.02,88.73,100.0,55000.0,Weekday,Wednesday,Maximum_Load
2018-07-27 05:15:00,16.000468380767483,13.01273190614123,3.138760265698167,0.006345796505940745,47.01624309032483,117.71427829254563,27773.691342224596,Weekday,Friday,Light_Load
2018-12-15 07:45:00,4.07,3.85,0.04,0.0,72.65,100.0,27900.0,Weekend,Saturday,Light_Load
2018-05-31 00:30:00,3.49,4.97,0.0,0.0,57.47,100.0,1800.0,Weekday,Thursday,Light_Load
2018-09-09 11:15:00,20.66,1.08,3.17,0.01,99.86,98.84,40500.0,Weekend,Sunday,Maximum_Load
2018-04-01 19:45:00,3.1,0.0,17.03,0.0,100.0,17.91,71100.0,Weekend,Sunday,Light_Load
2018-10-16 05:30:00,3.64,7.81,0.0,0.0,42.24,100.0,19800.0,Weekday,Tuesday,Light_Load
2018-04-27 03:45:00,16.207468380767484,9.953731906141227,3.138760265698167,0.006345796505940745,75.30624309032483,117.71427829254563,21563.691342224593,Weekday,Friday,Light_Load
2018-10-03 23:30:00,16.54096838076748,14.093731906141226,3.138760265698167,0.006345796505940745,47.26924309032483,117.71427829254563,102600.0,Weekday,Wednesday,Light_Load
2018-04-29 10:00:00,16.828468380767482,6.181731906141229,29.795760265698163,0.006345796505940745,112.41674309032481,20.171278292545637,47438.69134222459,Weekend,Sunday,Light_Load
2018-01-22 20:15:00,111.01346838076746,63.64723190614123,3.138760265698167,0.05234579650594074,96.69624309032483,117.71427829254563,89873.69134222457,Weekday,Monday,Medium_Load
2018-12-05 04:00:00,3.13,1.98,0.32,0.0,84.51,99.48,14400.0,Weekday,Wednesday,Light_Load
2018-04-04 15:30:00,63.14,32.22,0.0,0.03,89.07,100.0,55800.0,Weekday,Wednesday,Maximum_Load
2018-05-30 00:15:00,3.02,4.61,0.0,0.0,54.8,100.0,900.0,Weekday,Wednesday,Light_Load
2018-01-21 22:15:00,4.68,1.22,15.66,0.0,96.77,28.63,80100.0,Weekend,Sunday,Light_Load
2018-03-16 16:30:00,67.46,36.43,0.0,0.03,87.99,100.0,59400.0,Weekday,Friday,Maximum_Load
2018-10-02 17:30:00,45.58,25.13,0.04,0.02,87.57,100.0,63000.0,Weekday,Tuesday,Medium_Load
2018-07-03 12:45:00,4.21,0.0,16.7,0.0,100.0,24.44,45900.0,Weekday,Tuesday,Medium_Load
2018-12-05 16:00:00,105.91,47.12,0.0,0.05,91.37,100.0,57600.0,Weekday,Wednesday,Medium_Load
2018-03-05 19:00:00,67.63546838076748,19.51023190614123,3.138760265698167,0.029345796505940748,109.17374309032483,117.71427829254563,84698.69134222459,Weekday,Monday,Medium_Load
2018-02-01 22:00:00,65.95,10.22,1.58,0.03,98.82,99.97,79200.0,Weekday,Thursday,Medium_Load
2018-10-21 20:15:00,3.49,0.0,15.7,0.0,100.0,21.7,72900.0,Weekend,Sunday,Light_Load
2018-06-13 11:45:00,61.45,33.34,0.0,0.03,87.9,100.0,42300.0,Weekday,Wednesday,Maximum_Load
2018-02-23 22:30:00,101.7444683807675,49.39873190614122,3.138760265698167,0.05234579650594074,100.87074309032482,117.71427829254563,99188.69134222457,Weekday,Friday,Maximum_Load
2018-09-11 22:00:00,3.82,0.0,16.34,0.0,100.0,22.76,79200.0,Weekday,Tuesday,Medium_Load
2018-01-08 12:30:00,8.71,0.0,26.32,0.0,100.0,31.42,45000.0,Weekday,Monday,Medium_Load
2018-10-24 00:30:00,4.9,8.1,0.0,0.0,51.76,100.0,1800.0,Weekday,Wednesday,Light_Load
2018-10-02 23:30:00,17.414968380767483,15.082731906141227,3.138760265698167,0.006345796505940745,50.93774309032482,117.71427829254563,102600.0,Weekday,Tuesday,Light_Load
2018-08-18 13:00:00,4.32,0.0,15.98,0.0,100.0,26.1,46800.0,Weekend,Saturday,Medium_Load
2018-02-19 14:30:00,58.54,31.18,0.0,0.03,88.26,100.0,52200.0,Weekday,Monday,Medium_Load
2018-04-30 02:30:00,3.1,4.54,0.0,0.0,56.39,100.0,9000.0,Weekday,Monday,Light_Load
2018-02-22 07:30:00,4.03,3.53,0.0,0.0,75.22,100.0,27000.0,Weekday,Thursday,Light_Load
2018-10-01 11:45:00,48.13,30.53,0.0,0.02,84.44,100.0,42300.0,Weekday,Monday,Maximum_Load
2018-03-04 09:45:00,5.04,0.0,26.21,0.0,100.0,18.88,35100.0,Weekend,Sunday,Light_Load
2018-02-12 02:30:00,17.495468380767484,11.195731906141228,3.138760265698167,0.006345796505940745,76.60574309032482,117.71427829254563,16388.691342224593,Weekday,Monday,Light_Load
2018-04-21 03:00:00,2.99,3.53,0.0,0.0,64.63,100.0,10800.0,Weekend,Saturday,Light_Load
2018-10-13 01:15:00,16.874468380767485,14.714731906141228,3.138760265698167,0.006345796505940745,47.61424309032483,117.71427829254563,11213.691342224593,Weekend,Saturday,Light_Load
2018-07-25 03:00:00,2.95,4.32,0.0,0.0,56.39,100.0,10800.0,Weekday,Wednesday,Light_Load
2018-06-21 00:45:00,16.713468380767484,11.195731906141228,3.138760265698167,0.006345796505940745,68.90074309032482,117.71427829254563,9143.691342224593,Weekday,Thursday,Light_Load
2018-09-29 20:15:00,3.46,0.0,18.0,0.0,100.0,18.88,72900.0,Weekend,Saturday,Medium_Load
2018-10-29 01:45:00,3.38,6.48,0.0,0.0,46.25,100.0,6300.0,Weekday,Monday,Light_Load
2018-09-24 17:00:00,2.81,0.0,10.44,0.0,100.0,25.99,61200.0,Weekday,Monday,Light_Load
2018-04-13 09:15:00,57.78,21.28,0.0,0.03,93.84,100.0,33300.0,Weekday,Friday,Medium_Load
2018-08-11 07:45:00,4.25,6.12,0.0,0.0,57.04,100.0,27900.0,Weekend,Saturday,Light_Load
2018-04-23 08:15:00,28.01,24.23,0.0,0.01,75.63,100.0,29700.0,Weekday,Monday,Light_Load
2018-03-29 13:15:00,41.83,17.53,5.87,0.02,92.23,99.03,47700.0,Weekday,Thursday,Maximum_Load
2018-09-19 18:00:00,36.47,17.64,0.76,0.02,90.02,99.98,64800.0,Weekday,Wednesday,Medium_Load
2018-04-09 11:15:00,62.1,45.58,0.0,0.03,80.62,100.0,40500.0,Weekday,Monday,Maximum_Load
2018-05-31 19:00:00,55.744468380767486,6.181731906141229,31.083760265698164,0.006345796505940745,112.41674309032481,20.205778292545645,84698.69134222459,Weekday,Thursday,Medium_Load
2018-10-06 00:45:00,16.506468380767487,13.840731906141228,3.138760265698167,0.006345796505940745,48.223743090324824,117.71427829254563,9143.691342224593,Weekend,Saturday,Light_Load
2018-11-22 16:30:00,97.96,59.11,0.0,0.04,85.62,100.0,59400.0,Weekday,Thursday,Medium_Load
2018-12-26 14:15:00,57.02,20.52,0.0,0.03,94.09,100.0,51300.0,Weekday,Wednesday,Medium_Load
2018-08-12 20:00:00,3.06,0.0,14.87,0.0,100.0,20.16,72000.0,Weekend,Sunday,Light_Load
2018-12-25 14:45:00,3.53,0.0,14.47,0.0,100.0,23.7,53100.0,Weekday,Tuesday,Light_Load
2018-01-27 21:30:00,4.43,0.0,16.92,0.0,100.0,25.33,77400.0,Weekend,Saturday,Medium_Load
2018-09-20 10:00:00,39.02,17.21,0.0,0.02,91.5,100.0,36000.0,Weekday,Thursday,Medium_Load
2018-09-02 13:30:00,32.8,8.03,0.0,0.02,97.13,100.0,48600.0,Weekend,Sunday,Maximum_Load
2018-10-05 02:15:00,2.77,4.64,0.0,0.0,51.26,100.0,8100.0,Weekday,Friday,Light_Load
2018-10-08 09:45:00,104.04,56.92,0.0,0.05,87.73,100.0,35100.0,Weekday,Monday,Medium_Load
2018-02-26 10:00:00,53.35,9.97,0.0,0.02,98.3,100.0,36000.0,Weekday,Monday,Medium_Load
2018-03-22 05:45:00,4.46,5.4,0.0,0.0,63.68,100.0,20700.0,Weekday,Thursday,Light_Load
2018-06-10 04:45:00,16.713468380767484,11.609731906141226,3.138760265698167,0.006345796505940745,65.40474309032483,117.71427829254563,25703.691342224596,Weekend,Sunday,Light_Load
2018-01-13 14:00:00,93.96,32.11,0.0,0.04,94.63,100.0,50400.0,Weekend,Saturday,Medium_Load
2018-11-02 18:45:00,58.82,36.4,0.0,0.03,85.03,100.0,67500.0,Weekday,Friday,Maximum_Load
2018-08-31 00:30:00,15.839468380767482,12.138731906141228,3.138760265698167,0.006345796505940745,50.56974309032483,117.71427829254563,8108.6913422246,Weekday,Friday,Light_Load
2018-03-25 02:45:00,3.06,3.53,0.0,0.0,65.5,100.0,9900.0,Weekend,Sunday,Light_Load
2018-12-29 02:45:00,17.081468380767486,10.114731906141229,3.138760265698167,0.006345796505940745,82.68924309032484,117.71427829254563,17423.691342224593,Weekend,Saturday,Light_Load
2018-10-21 09:00:00,3.02,0.0,11.48,0.0,100.0,25.44,32400.0,Weekend,Sunday,Light_Load
2018-06-09 09:15:00,3.06,0.0,16.63,0.0,100.0,18.1,33300.0,Weekend,Saturday,Light_Load
2018-07-09 19:00:00,48.82,14.44,0.0,0.02,95.89,100.0,68400.0,Weekday,Monday,Medium_Load
2018-08-06 18:45:00,55.76,32.83,0.0,0.03,86.17,100.0,67500.0,Weekday,Monday,Medium_Load
2018-01-30 18:00:00,60.712468380767476,6.227731906141228,7.899760265698166,0.029345796505940748,112.41674309032481,117.15077829254562,80558.69134222459,Weekday,Tuesday,Maximum_Load
2018-03-18 01:15:00,3.71,4.5,0.0,0.0,63.61,100.0,4500.0,Weekend,Sunday,Light_Load
2018-09-11 16:30:00,115.34,62.1,0.0,0.05,88.05,100.0,59400.0,Weekday,Tuesday,Maximum_Load
2018-04-19 18:45:00,70.36096838076747,31.067731906141226,3.138760265698167,0.029345796505940748,102.99824309032482,117.71427829254563,83663.69134222459,Weekday,Thursday,Medium_Load
2018-04-23 07:00:00,3.06,4.03,0.0,0.0,60.47,100.0,25200.0,Weekday,Monday,Light_Load
2018-08-03 19:15:00,16.126968380767483,6.181731906141229,21.929760265698164,0.006345796505940745,112.41674309032481,23.149778292545648,85733.69134222459,Weekday,Friday,Light_Load
2018-01-10 01:45:00,4.61,4.57,0.0,0.0,71.02,100.0,6300.0,Weekday,Wednesday,Light_Load
2018-09-03 04:15:00,2.7,4.36,0.0,0.0,52.65,100.0,15300.0,Weekday,Monday,Light_Load
2018-07-24 09:00:00,96.41,63.36,0.0,0.04,83.57,100.0,32400.0,Weekday,Tuesday,Light_Load
2018-08-03 12:15:00,16.126968380767483,6.181731906141229,14.684760265698163,0.006345796505940745,112.41674309032481,35.13277829254564,56753.69134222459,Weekday,Friday,Light_Load
2018-03-18 03:15:00,3.02,3.35,0.0,0.0,66.96,100.0,11700.0,Weekend,Sunday,Light_Load
2018-12-13 13:45:00,46.66,12.1,0.0,0.02,96.8,100.0,49500.0,Weekday,Thursday,Medium_Load
2018-01-11 05:30:00,18.070468380767483,11.310731906141228,3.138760265698167,0.006345796505940745,80.33174309032482,117.71427829254563,28808.691342224596,Weekday,Thursday,Light_Load
2018-11-22 23:30:00,16.954968380767486,9.493731906141226,3.4262602656981667,0.006345796505940745,87.88724309032483,117.44977829254562,102600.0,Weekday,Thursday,Light_Load
2018-06-12 17:30:00,82.62,20.77,0.58,0.04,96.98,100.0,63000.0,Weekday,Tuesday,Medium_Load
2018-12-27 07:45:00,4.9,2.3,0.47,0.0,90.52,99.54,27900.0,Weekday,Thursday,Light_Load
2018-09-29 09:15:00,44.46,18.83,0.0,0.02,92.08,100.0,33300.0,Weekend,Saturday,Medium_Load
2018-02-09 03:30:00,19.51946838076748,13.058731906141228,3.138760265698167,0.006345796505940745,78.18124309032483,117.71427829254563,20528.691342224593,Weekday,Friday,Light_Load
2018-09-08 18:45:00,3.53,0.0,17.53,0.0,100.0,19.74,67500.0,Weekend,Saturday,Medium_Load
2018-02-22 12:30:00,22.095468380767485,6.181731906141229,32.406260265698165,0.006345796505940745,112.41674309032481,37.74327829254564,57788.69134222459,Weekday,Thursday,Medium_Load
2018-10-02 23:00:00,3.42,7.06,0.0,0.0,43.6,100.0,82800.0,Weekday,Tuesday,Medium_Load
2018-08-28 07:15:00,2.52,4.36,0.0,0.0,50.04,100.0,26100.0,Weekday,Tuesday,Light_Load
2018-07-20 14:30:00,54.43,26.1,0.0,0.02,90.17,100.0,52200.0,Weekday,Friday,Maximum_Load
2018-04-01 04:00:00,15.965968380767482,10.781731906141228,3.138760265698167,0.006345796505940745,63.51874309032482,117.71427829254563,22598.691342224596,Weekend,Sunday,Light_Load
2018-10-04 10:00:00,64.08,39.64,0.0,0.03,85.04,100.0,36000.0,Weekday,Thursday,Medium_Load
2018-04-25 00:45:00,3.6,3.35,0.0,0.0,73.21,100.0,2700.0,Weekday,Wednesday,Light_Load
2018-12-17 12:15:00,11.12,0.86,18.65,0.01,99.7,51.21,44100.0,Weekday,Monday,Medium_Load
2018-10-12 20:15:00,46.15,26.78,0.0,0.02,86.49,100.0,72900.0,Weekday,Friday,Medium_Load
2018-03-30 22:45:00,16.713468380767484,12.345731906141227,3.138760265698167,0.006345796505940745,59.78124309032482,117.71427829254563,100223.69134222457,Weekday,Friday,Medium_Load
2018-08-15 02:45:00,16.414468380767484,11.517731906141229,3.138760265698167,0.006345796505940745,62.70224309032484,117.71427829254563,17423.691342224593,Weekday,Wednesday,Light_Load
2018-07-10 03:15:00,2.84,4.75,0.0,0.0,51.32,100.0,11700.0,Weekday,Tuesday,Light_Load
2018-05-02 21:00:00,36.58546838076749,6.227731906141228,20.273760265698165,0.017845796505940745,112.41674309032481,96.10577829254562,92978.69134222457,Weekday,Wednesday,Medium_Load
2018-07-10 16:30:00,92.74,38.45,0.0,0.04,92.38,100.0,59400.0,Weekday,Tuesday,Maximum_Load
2018-02-28 18:45:00,78.26,27.32,0.0,0.04,94.41,100.0,67500.0,Weekday,Wednesday,Maximum_Load
2018-09-23 08:15:00,2.84,6.3,0.0,0.0,41.1,100.0,29700.0,Weekend,Sunday,Light_Load
2018-02-04 21:30:00,5.04,0.0,26.28,0.0,100.0,18.83,77400.0,Weekend,Sunday,Light_Load
2018-08-19 05:30:00,2.63,4.9,0.0,0.0,47.29,100.0,19800.0,Weekend,Sunday,Light_Load
2018-07-08 12:15:00,4.07,0.0,10.69,0.0,100.0,35.58,44100.0,Weekend,Sunday,Medium_Load
2018-11-14 14:30:00,120.64,53.86,0.0,0.06,91.31,100.0,52200.0,Weekday,Wednesday,Medium_Load
2018-12-31 07:00:00,17.035468380767487,9.654731906141228,3.138760265698167,0.006345796505940745,86.88674309032481,117.71427829254563,35018.69134222459,Weekday,Monday,Light_Load
2018-01-03 11:45:00,69.16,44.17,0.0,0.03,84.28,100.0,42300.0,Weekday,Wednesday,Maximum_Load
2018-10-16 18:30:00,72.47696838076747,52.630231906141226,3.138760265698167,0.029345796505940748,88.20924309032483,117.71427829254563,82628.69134222459,Weekday,Tuesday,Medium_Load
2018-12-09 16:15:00,4.14,0.0,20.52,0.0,100.0,19.78,58500.0,Weekend,Sunday,Light_Load
2018-03-20 02:15:00,3.17,3.82,0.0,0.0,63.86,100.0,8100.0,Weekday,Tuesday,Light_Load
2018-10-29 20:30:00,57.42,25.74,0.0,0.03,91.25,100.0,73800.0,Weekday,Monday,Medium_Load
2018-11-07 05:30:00,3.6,6.44,0.0,0.0,48.79,100.0,19800.0,Weekday,Wednesday,Light_Load
2018-07-04 20:00:00,34.38,2.41,0.36,0.02,99.76,99.99,72000.0,Weekday,Wednesday,Medium_Load
2018-09-24 06:15:00,2.59,5.94,0.0,0.0,39.97,100.0,22500.0,Weekday,Monday,Light_Load
2018-12-01 18:15:00,5.76,0.0,9.76,0.0,100.0,50.83,65700.0,Weekend,Saturday,Maximum_Load
2018-01-19 03:00:00,69.16,37.15,0.0,0.03,88.09,100.0,10800.0,Weekday,Friday,Light_Load
2018-09-20 06:45:00,15.758968380767481,11.851231906141228,3.138760265698167,0.006345796505940745,51.54724309032483,117.71427829254563,33983.69134222459,Weekday,Thursday,Light_Load
2018-03-16 16:30:00,90.31346838076746,48.076231906141224,3.138760265698167,0.04084579650594074,98.60524309032482,117.71427829254563,74348.69134222459,Weekday,Friday,Maximum_Load
2018-07-17 18:15:00,45.79,21.74,1.26,0.02,90.34,99.96,65700.0,Weekday,Tuesday,Medium_Load
2018-06-17 14:30:00,16.207468380767484,6.181731906141229,22.516260265698165,0.006345796505940745,112.41674309032481,23.000278292545644,66068.6913422246,Weekend,Sunday,Light_Load
2018-04-01 19:15:00,3.06,0.0,17.03,0.0,100.0,17.69,69300.0,Weekend,Sunday,Light_Load
2018-04-17 08:30:00,40.1,31.68,0.0,0.02,78.47,100.0,30600.0,Weekday,Tuesday,Light_Load
2018-07-01 16:30:00,2.95,0.0,17.53,0.0,100.0,16.59,59400.0,Weekend,Sunday,Light_Load
2018-02-04 22:45:00,4.46,5.0,0.0,0.0,66.57,100.0,81900.0,Weekend,Sunday,Light_Load
2018-11-02 18:15:00,47.66,35.53,0.0,0.02,80.17,100.0,65700.0,Weekday,Friday,Maximum_Load
2018-09-04 18:00:00,40.68,17.06,0.0,0.02,92.22,100.0,64800.0,Weekday,Tuesday,Medium_Load
2018-03-01 03:45:00,4.07,5.83,0.0,0.0,57.24,100.0,13500.0,Weekday,Thursday,Light_Load
2018-06-11 17:15:00,51.7,29.48,0.0,0.02,86.87,100.0,62100.0,Weekday,Monday,Medium_Load
2018-03-24 17:15:00,4.18,0.0,20.3,0.0,100.0,20.17,62100.0,Weekend,Saturday,Medium_Load
2018-05-28 02:00:00,2.88,5.72,0.0,0.0,44.97,100.0,7200.0,Weekday,Monday,Light_Load
2018-05-31 08:00:00,4.61,7.2,0.0,0.0,53.92,100.0,28800.0,Weekday,Thursday,Light_Load
2018-03-11 12:45:00,24.08,0.0,10.91,0.01,100.0,91.09,45900.0,Weekend,Sunday,Medium_Load
2018-09-15 02:00:00,2.66,4.97,0.0,0.0,47.19,100.0,7200.0,Weekend,Saturday,Light_Load
2018-04-27 00:30:00,3.64,3.35,0.0,0.0,73.58,100.0,1800.0,Weekday,Friday,Light_Load
2018-01-20 18:30:00,31.07,6.08,0.0,0.01,98.14,100.0,66600.0,Weekend,Saturday,Maximum_Load
2018-01-24 16:15:00,76.68,33.8,0.0,0.04,91.5,100.0,58500.0,Weekday,Wednesday,Medium_Load
2018-07-05 23:00:00,4.57,6.19,0.0,0.0,59.4,100.0,82800.0,Weekday,Thursday,Medium_Load
2018-11-18 19:15:00,3.78,0.0,17.96,0.0,100.0,20.6,70221.0,Weekend,Sunday,Maximum_Load
2018-04-01 17:00:00,3.1,0.0,16.78,0.0,100.0,18.17,61200.0,Weekend,Sunday,Light_Load
2018-12-25 10:00:00,3.96,0.0,18.86,0.0,100.0,20.55,36000.0,Weekday,Tuesday,Light_Load
2018-05-08 14:45:00,50.76,24.8,0.0,0.02,89.85,100.0,53100.0,Weekday,Tuesday,Maximum_Load
2018-07-15 12:15:00,5.58,3.31,5.36,0.0,86.01,72.12,44100.0,Weekend,Sunday,Medium_Load
2018-03-25 01:45:00,3.06,3.53,0.0,0.0,65.5,100.0,6300.0,Weekend,Sunday,Light_Load
2018-05-29 14:15:00,47.38,12.67,0.0,0.02,96.61,100.0,51300.0,Weekday,Tuesday,Maximum_Load
2018-10-01 23:30:00,3.17,6.12,0.0,0.0,45.99,100.0,84600.0,Weekday,Monday,Light_Load
2018-05-31 01:45:00,3.31,5.76,0.0,0.0,49.82,100.0,6300.0,Weekday,Thursday,Light_Load
2018-09-02 06:00:00,2.63,4.46,0.0,0.0,50.79,100.0,21600.0,Weekend,Sunday,Light_Load
